Timestamp,X,Y,n
2014-06-08T10:00:00Z,73,84,21
2014-06-08T10:00:00Z,76,22,43
2014-06-08T10:00:00Z,76,88,216
2014-06-08T10:00:00Z,78,37,184
2014-06-08T10:00:00Z,78,48,364
2014-06-08T10:00:00Z,79,87,128
2014-06-08T10:00:00Z,79,89,97
2014-06-08T10:00:00Z,81,77,157
2014-06-08T10:00:00Z,82,80,146
2014-06-08T10:00:00Z,83,88,100
2014-06-08T10:00:00Z,85,86,154
2014-06-08T10:00:00Z,86,44,748
2014-06-08T10:00:00Z,87,48,183
2014-06-08T10:00:00Z,87,63,271
2014-06-08T10:00:00Z,87,81,120
2014-06-08T10:00:00Z,92,81,130
2014-06-08T10:00:00Z,99,77,12
2014-06-08T11:00:00Z,0,67,10
2014-06-08T11:00:00Z,6,43,245
2014-06-08T11:00:00Z,16,49,234
2014-06-08T11:00:00Z,16,66,394
2014-06-08T11:00:00Z,17,43,428
2014-06-08T11:00:00Z,17,67,217
2014-06-08T11:00:00Z,23,54,218
2014-06-08T11:00:00Z,26,59,172
2014-06-08T11:00:00Z,27,15,788
2014-06-08T11:00:00Z,28,66,259
2014-06-08T11:00:00Z,32,33,490
2014-06-08T11:00:00Z,34,68,240
2014-06-08T11:00:00Z,38,90,834
2014-06-08T11:00:00Z,42,37,219
2014-06-08T11:00:00Z,43,56,212
2014-06-08T11:00:00Z,43,78,256
2014-06-08T11:00:00Z,45,24,766
2014-06-08T11:00:00Z,47,11,706
2014-06-08T11:00:00Z,48,87,264
2014-06-08T11:00:00Z,50,57,14
2014-06-08T11:00:00Z,60,37,215
2014-06-08T11:00:00Z,63,99,4
2014-06-08T11:00:00Z,67,37,239
2014-06-08T11:00:00Z,69,44,439
2014-06-08T11:00:00Z,73,79,157
2014-06-08T11:00:00Z,73,84,180
2014-06-08T11:00:00Z,76,88,215
2014-06-08T11:00:00Z,78,37,212
2014-06-08T11:00:00Z,78,48,373
2014-06-08T11:00:00Z,79,87,110
2014-06-08T11:00:00Z,79,89,187
2014-06-08T11:00:00Z,81,77,168
2014-06-08T11:00:00Z,82,80,112
2014-06-08T11:00:00Z,83,88,230
2014-06-08T11:00:00Z,85,86,180
2014-06-08T11:00:00Z,86,44,746
2014-06-08T11:00:00Z,87,48,239
2014-06-08T11:00:00Z,87,63,351
2014-06-08T11:00:00Z,87,81,158
2014-06-08T11:00:00Z,92,81,164
2014-06-08T11:00:00Z,99,77,13
2014-06-08T12:00:00Z,0,67,16
2014-06-08T12:00:00Z,6,43,223
2014-06-08T12:00:00Z,16,49,195
2014-06-08T12:00:00Z,16,66,404
2014-06-08T12:00:00Z,17,43,436
2014-06-08T12:00:00Z,17,67,165
2014-06-08T12:00:00Z,23,54,208
2014-06-08T12:00:00Z,26,59,201
2014-06-08T12:00:00Z,27,15,893
2014-06-08T12:00:00Z,28,66,189
2014-06-08T12:00:00Z,34,68,192
2014-06-08T12:00:00Z,38,90,726
2014-06-08T12:00:00Z,42,37,268
2014-06-08T12:00:00Z,43,56,221
2014-06-08T12:00:00Z,43,78,211
2014-06-08T12:00:00Z,45,24,808
2014-06-08T12:00:00Z,47,11,746
2014-06-08T12:00:00Z,48,87,211
2014-06-08T12:00:00Z,50,57,25
2014-06-08T12:00:00Z,60,37,231
2014-06-08T12:00:00Z,63,99,5
2014-06-08T12:00:00Z,67,37,228
2014-06-08T12:00:00Z,69,44,433
2014-06-08T12:00:00Z,73,79,150
2014-06-08T12:00:00Z,73,84,158
2014-06-08T12:00:00Z,76,88,221
2014-06-08T12:00:00Z,78,37,193
2014-06-08T12:00:00Z,78,48,343
2014-06-08T12:00:00Z,79,87,223
2014-06-08T12:00:00Z,79,89,113
2014-06-08T12:00:00Z,81,77,123
2014-06-08T12:00:00Z,82,80,153
2014-06-08T12:00:00Z,83,88,151
2014-06-08T12:00:00Z,85,86,161
2014-06-08T12:00:00Z,86,44,753
2014-06-08T12:00:00Z,87,48,213
2014-06-08T12:00:00Z,87,63,397
2014-06-08T12:00:00Z,87,81,180
2014-06-08T12:00:00Z,92,81,170
2014-06-08T12:00:00Z,99,77,39
2014-06-08T13:00:00Z,6,43,221
2014-06-08T13:00:00Z,16,49,202
2014-06-08T13:00:00Z,16,66,414
2014-06-08T13:00:00Z,17,43,431
2014-06-08T13:00:00Z,17,67,213
2014-06-08T13:00:00Z,23,54,176
2014-06-08T13:00:00Z,26,59,173
2014-06-08T13:00:00Z,27,15,678
2014-06-08T13:00:00Z,28,66,258
2014-06-08T13:00:00Z,34,68,212
2014-06-08T13:00:00Z,38,90,748
2014-06-08T13:00:00Z,42,37,287
2014-06-08T13:00:00Z,43,56,209
2014-06-08T13:00:00Z,43,78,235
2014-06-08T13:00:00Z,45,24,777
2014-06-08T13:00:00Z,47,11,787
2014-06-08T13:00:00Z,48,87,217
2014-06-08T13:00:00Z,50,57,15
2014-06-08T13:00:00Z,60,37,275
2014-06-08T13:00:00Z,63,99,26
2014-06-08T13:00:00Z,67,37,162
2014-06-08T13:00:00Z,69,44,469
2014-06-08T13:00:00Z,73,79,129
2014-06-08T13:00:00Z,73,84,143
2014-06-08T13:00:00Z,76,88,125
2014-06-08T13:00:00Z,78,37,197
2014-06-08T13:00:00Z,78,48,360
2014-06-08T13:00:00Z,79,87,192
2014-06-08T13:00:00Z,79,89,144
2014-06-08T13:00:00Z,81,77,100
2014-06-08T13:00:00Z,82,80,151
2014-06-08T13:00:00Z,83,88,125
2014-06-08T13:00:00Z,85,86,122
2014-06-08T13:00:00Z,86,44,741
2014-06-08T13:00:00Z,87,48,211
2014-06-08T13:00:00Z,87,63,374
2014-06-08T13:00:00Z,87,81,145
2014-06-08T13:00:00Z,92,81,142
2014-06-08T13:00:00Z,99,77,7
2014-06-08T14:00:00Z,6,43,174
2014-06-08T14:00:00Z,16,49,173
2014-06-08T14:00:00Z,16,66,414
2014-06-08T14:00:00Z,17,43,434
2014-06-08T14:00:00Z,17,67,180
2014-06-08T14:00:00Z,23,54,146
2014-06-08T14:00:00Z,26,59,225
2014-06-08T14:00:00Z,27,15,685
2014-06-08T14:00:00Z,28,66,144
2014-06-08T14:00:00Z,34,68,159
2014-06-08T14:00:00Z,38,90,748
2014-06-08T14:00:00Z,42,37,310
2014-06-08T14:00:00Z,43,56,203
2014-06-08T14:00:00Z,43,78,254
2014-06-08T14:00:00Z,45,24,613
2014-06-08T14:00:00Z,47,11,711
2014-06-08T14:00:00Z,48,87,188
2014-06-08T14:00:00Z,50,57,15
2014-06-08T14:00:00Z,60,37,225
2014-06-08T14:00:00Z,63,99,31
2014-06-08T14:00:00Z,67,37,212
2014-06-08T14:00:00Z,69,44,394
2014-06-08T14:00:00Z,73,79,231
2014-06-08T14:00:00Z,73,84,136
2014-06-08T14:00:00Z,76,88,130
2014-06-08T14:00:00Z,78,37,225
2014-06-08T14:00:00Z,78,48,363
2014-06-08T14:00:00Z,79,87,116
2014-06-08T14:00:00Z,79,89,98
2014-06-08T14:00:00Z,81,77,191
2014-06-08T14:00:00Z,82,80,247
2014-06-08T14:00:00Z,83,88,129
2014-06-08T14:00:00Z,85,86,103
2014-06-08T14:00:00Z,86,44,716
2014-06-08T14:00:00Z,87,48,185
2014-06-08T14:00:00Z,87,63,329
2014-06-08T14:00:00Z,87,81,108
2014-06-08T14:00:00Z,92,81,204
2014-06-08T14:00:00Z,99,77,5
2014-06-08T15:00:00Z,0,67,68
2014-06-08T15:00:00Z,6,43,198
2014-06-08T15:00:00Z,16,49,161
2014-06-08T15:00:00Z,16,66,413
2014-06-08T15:00:00Z,17,43,429
2014-06-08T15:00:00Z,17,67,206
2014-06-08T15:00:00Z,23,54,155
2014-06-08T15:00:00Z,26,59,187
2014-06-08T15:00:00Z,27,15,692
2014-06-08T15:00:00Z,28,66,188
2014-06-08T15:00:00Z,34,68,165
2014-06-08T15:00:00Z,38,90,750
2014-06-08T15:00:00Z,42,37,228
2014-06-08T15:00:00Z,43,56,198
2014-06-08T15:00:00Z,43,78,269
2014-06-08T15:00:00Z,45,24,546
2014-06-08T15:00:00Z,47,11,559
2014-06-08T15:00:00Z,48,87,217
2014-06-08T15:00:00Z,50,57,9
2014-06-08T15:00:00Z,60,37,186
2014-06-08T15:00:00Z,63,99,16
2014-06-08T15:00:00Z,67,37,323
2014-06-08T15:00:00Z,69,44,434
2014-06-08T15:00:00Z,73,79,132
2014-06-08T15:00:00Z,73,84,114
2014-06-08T15:00:00Z,76,88,84
2014-06-08T15:00:00Z,78,37,151
2014-06-08T15:00:00Z,78,48,362
2014-06-08T15:00:00Z,79,87,127
2014-06-08T15:00:00Z,79,89,101
2014-06-08T15:00:00Z,81,77,106
2014-06-08T15:00:00Z,82,80,130
2014-06-08T15:00:00Z,83,88,144
2014-06-08T15:00:00Z,85,86,155
2014-06-08T15:00:00Z,86,44,597
2014-06-08T15:00:00Z,87,48,239
2014-06-08T15:00:00Z,87,63,336
2014-06-08T15:00:00Z,87,81,164
2014-06-08T15:00:00Z,92,81,131
2014-06-08T15:00:00Z,99,77,59
2014-06-08T16:00:00Z,0,67,16
2014-06-08T16:00:00Z,6,43,164
2014-06-08T16:00:00Z,16,49,175
2014-06-08T16:00:00Z,16,66,405
2014-06-08T16:00:00Z,17,43,424
2014-06-08T16:00:00Z,17,67,161
2014-06-08T16:00:00Z,23,54,173
2014-06-08T16:00:00Z,26,59,172
2014-06-08T16:00:00Z,27,15,621
2014-06-08T16:00:00Z,28,66,181
2014-06-08T16:00:00Z,34,68,171
2014-06-08T16:00:00Z,38,90,658
2014-06-08T16:00:00Z,42,37,213
2014-06-08T16:00:00Z,43,56,224
2014-06-08T16:00:00Z,43,78,255
2014-06-08T16:00:00Z,45,24,592
2014-06-08T16:00:00Z,47,11,549
2014-06-08T16:00:00Z,48,87,193
2014-06-08T16:00:00Z,50,57,10
2014-06-08T16:00:00Z,60,37,245
2014-06-08T16:00:00Z,63,99,4
2014-06-08T16:00:00Z,67,37,175
2014-06-08T16:00:00Z,69,44,426
2014-06-08T16:00:00Z,73,79,218
2014-06-08T16:00:00Z,73,84,120
2014-06-08T16:00:00Z,76,88,59
2014-06-08T16:00:00Z,78,37,117
2014-06-08T16:00:00Z,78,48,330
2014-06-08T16:00:00Z,79,87,119
2014-06-08T16:00:00Z,79,89,110
2014-06-08T16:00:00Z,81,77,110
2014-06-08T16:00:00Z,82,80,137
2014-06-08T16:00:00Z,83,88,107
2014-06-08T16:00:00Z,85,86,173
2014-06-08T16:00:00Z,86,44,558
2014-06-08T16:00:00Z,87,48,157
2014-06-08T16:00:00Z,87,63,337
2014-06-08T16:00:00Z,87,81,111
2014-06-08T16:00:00Z,92,81,111
2014-06-08T16:00:00Z,99,77,44
2014-06-08T17:00:00Z,6,43,167
2014-06-08T17:00:00Z,16,49,111
2014-06-08T17:00:00Z,16,66,417
2014-06-08T17:00:00Z,17,43,439
2014-06-08T17:00:00Z,17,67,206
2014-06-08T17:00:00Z,23,54,100
2014-06-08T17:00:00Z,26,59,143
2014-06-08T17:00:00Z,27,15,430
2014-06-08T17:00:00Z,28,66,221
2014-06-08T17:00:00Z,34,68,166
2014-06-08T17:00:00Z,38,90,621
2014-06-08T17:00:00Z,42,37,201
2014-06-08T17:00:00Z,43,56,126
2014-06-08T17:00:00Z,43,78,130
2014-06-08T17:00:00Z,45,24,568
2014-06-08T17:00:00Z,47,11,564
2014-06-08T17:00:00Z,48,87,136
2014-06-08T17:00:00Z,50,57,8
2014-06-08T17:00:00Z,60,37,174
2014-06-08T17:00:00Z,63,99,9
2014-06-08T17:00:00Z,67,37,315
2014-06-08T17:00:00Z,69,44,415
2014-06-08T17:00:00Z,73,79,128
2014-06-08T17:00:00Z,73,84,96
2014-06-08T17:00:00Z,76,88,136
2014-06-08T17:00:00Z,78,37,155
2014-06-08T17:00:00Z,78,48,374
2014-06-08T17:00:00Z,79,87,88
2014-06-08T17:00:00Z,79,89,114
2014-06-08T17:00:00Z,81,77,143
2014-06-08T17:00:00Z,82,80,152
2014-06-08T17:00:00Z,83,88,142
2014-06-08T17:00:00Z,85,86,84
2014-06-08T17:00:00Z,86,44,549
2014-06-08T17:00:00Z,87,48,157
2014-06-08T17:00:00Z,87,63,333
2014-06-08T17:00:00Z,87,81,121
2014-06-08T17:00:00Z,92,81,107
2014-06-08T17:00:00Z,99,77,14
2014-06-08T18:00:00Z,0,67,16
2014-06-08T18:00:00Z,6,43,152
2014-06-08T18:00:00Z,16,49,140
2014-06-08T18:00:00Z,16,66,408
2014-06-08T18:00:00Z,17,43,418
2014-06-08T18:00:00Z,17,67,104
2014-06-08T18:00:00Z,23,54,128
2014-06-08T18:00:00Z,26,59,152
2014-06-08T18:00:00Z,27,15,519
2014-06-08T18:00:00Z,28,66,116
2014-06-08T18:00:00Z,34,68,182
2014-06-08T18:00:00Z,38,90,468
2014-06-08T18:00:00Z,42,37,127
2014-06-08T18:00:00Z,43,56,144
2014-06-08T18:00:00Z,43,78,118
2014-06-08T18:00:00Z,45,24,397
2014-06-08T18:00:00Z,47,11,560
2014-06-08T18:00:00Z,48,87,122
2014-06-08T18:00:00Z,50,57,3
2014-06-08T18:00:00Z,60,37,162
2014-06-08T18:00:00Z,63,99,5
2014-06-08T18:00:00Z,67,37,167
2014-06-08T18:00:00Z,69,44,403
2014-06-08T18:00:00Z,73,79,181
2014-06-08T18:00:00Z,73,84,82
2014-06-08T18:00:00Z,76,88,110
2014-06-08T18:00:00Z,78,37,189
2014-06-08T18:00:00Z,78,48,368
2014-06-08T18:00:00Z,79,87,106
2014-06-08T18:00:00Z,79,89,78
2014-06-08T18:00:00Z,81,77,50
2014-06-08T18:00:00Z,82,80,85
2014-06-08T18:00:00Z,83,88,78
2014-06-08T18:00:00Z,85,86,96
2014-06-08T18:00:00Z,86,44,406
2014-06-08T18:00:00Z,87,48,153
2014-06-08T18:00:00Z,87,63,219
2014-06-08T18:00:00Z,87,81,67
2014-06-08T18:00:00Z,92,81,80
2014-06-08T18:00:00Z,99,77,39
2014-06-08T19:00:00Z,0,67,10
2014-06-08T19:00:00Z,6,43,132
2014-06-08T19:00:00Z,16,49,116
2014-06-08T19:00:00Z,16,66,387
2014-06-08T19:00:00Z,17,43,368
2014-06-08T19:00:00Z,17,67,70
2014-06-08T19:00:00Z,23,54,67
2014-06-08T19:00:00Z,26,59,127
2014-06-08T19:00:00Z,27,15,344
2014-06-08T19:00:00Z,28,66,115
2014-06-08T19:00:00Z,34,68,132
2014-06-08T19:00:00Z,38,90,429
2014-06-08T19:00:00Z,42,37,185
2014-06-08T19:00:00Z,43,56,106
2014-06-08T19:00:00Z,43,78,102
2014-06-08T19:00:00Z,45,24,402
2014-06-08T19:00:00Z,47,11,368
2014-06-08T19:00:00Z,48,87,95
2014-06-08T19:00:00Z,50,57,11
2014-06-08T19:00:00Z,60,37,171
2014-06-08T19:00:00Z,63,99,4
2014-06-08T19:00:00Z,67,37,152
2014-06-08T19:00:00Z,69,44,314
2014-06-08T19:00:00Z,73,79,30
2014-06-08T19:00:00Z,73,84,45
2014-06-08T19:00:00Z,76,88,52
2014-06-08T19:00:00Z,78,37,72
2014-06-08T19:00:00Z,78,48,304
2014-06-08T19:00:00Z,79,87,49
2014-06-08T19:00:00Z,79,89,62
2014-06-08T19:00:00Z,81,77,67
2014-06-08T19:00:00Z,82,80,32
2014-06-08T19:00:00Z,83,88,81
2014-06-08T19:00:00Z,85,86,64
2014-06-08T19:00:00Z,86,44,415
2014-06-08T19:00:00Z,87,48,102
2014-06-08T19:00:00Z,87,63,136
2014-06-08T19:00:00Z,87,81,105
2014-06-08T19:00:00Z,92,81,43
2014-06-08T19:00:00Z,99,77,13
2014-06-08T20:00:00Z,6,43,34
2014-06-08T20:00:00Z,16,49,53
2014-06-08T20:00:00Z,16,66,301
2014-06-08T20:00:00Z,17,43,230
2014-06-08T20:00:00Z,17,67,49
2014-06-08T20:00:00Z,23,54,66
2014-06-08T20:00:00Z,26,59,121
2014-06-08T20:00:00Z,27,15,227
2014-06-08T20:00:00Z,28,66,84
2014-06-08T20:00:00Z,34,68,63
2014-06-08T20:00:00Z,38,90,286
2014-06-08T20:00:00Z,42,37,127
2014-06-08T20:00:00Z,43,56,62
2014-06-08T20:00:00Z,43,78,60
2014-06-08T20:00:00Z,45,24,352
2014-06-08T20:00:00Z,47,11,245
2014-06-08T20:00:00Z,48,87,58
2014-06-08T20:00:00Z,50,57,6
2014-06-08T20:00:00Z,60,37,122
2014-06-08T20:00:00Z,67,37,188
2014-06-08T20:00:00Z,69,44,252
2014-06-08T20:00:00Z,73,79,5
2014-06-08T20:00:00Z,73,84,29
2014-06-08T20:00:00Z,76,88,12
2014-06-08T20:00:00Z,78,37,82
2014-06-08T20:00:00Z,78,48,265
2014-06-08T20:00:00Z,79,87,25
2014-06-08T20:00:00Z,79,89,41
2014-06-08T20:00:00Z,81,77,60
2014-06-08T20:00:00Z,82,80,28
2014-06-08T20:00:00Z,83,88,9
2014-06-08T20:00:00Z,85,86,22
2014-06-08T20:00:00Z,86,44,214
2014-06-08T20:00:00Z,87,48,77
2014-06-08T20:00:00Z,87,63,75
2014-06-08T20:00:00Z,87,81,52
2014-06-08T20:00:00Z,92,81,48
2014-06-08T21:00:00Z,6,43,35
2014-06-08T21:00:00Z,16,49,36
2014-06-08T21:00:00Z,16,66,135
2014-06-08T21:00:00Z,17,43,154
2014-06-08T21:00:00Z,17,67,77
2014-06-08T21:00:00Z,23,54,51
2014-06-08T21:00:00Z,26,59,71
2014-06-08T21:00:00Z,27,15,235
2014-06-08T21:00:00Z,28,66,39
2014-06-08T21:00:00Z,34,68,32
2014-06-08T21:00:00Z,38,90,202
2014-06-08T21:00:00Z,42,37,183
2014-06-08T21:00:00Z,43,56,45
2014-06-08T21:00:00Z,43,78,44
2014-06-08T21:00:00Z,45,24,180
2014-06-08T21:00:00Z,47,11,255
2014-06-08T21:00:00Z,48,87,46
2014-06-08T21:00:00Z,60,37,161
2014-06-08T21:00:00Z,67,37,109
2014-06-08T21:00:00Z,69,44,272
2014-06-08T21:00:00Z,73,79,73
2014-06-08T21:00:00Z,73,84,23
2014-06-08T21:00:00Z,76,88,100
2014-06-08T21:00:00Z,78,37,43
2014-06-08T21:00:00Z,78,48,184
2014-06-08T21:00:00Z,79,87,146
2014-06-08T21:00:00Z,79,89,87
2014-06-08T21:00:00Z,81,77,6
2014-06-08T21:00:00Z,82,80,2
2014-06-08T21:00:00Z,83,88,87
2014-06-08T21:00:00Z,85,86,40
2014-06-08T21:00:00Z,86,44,203
2014-06-08T21:00:00Z,87,48,88
2014-06-08T21:00:00Z,87,63,39
2014-06-08T21:00:00Z,87,81,46
2014-06-08T21:00:00Z,92,81,9
2014-06-08T22:00:00Z,6,43,20
2014-06-08T22:00:00Z,16,49,13
2014-06-08T22:00:00Z,16,66,160
2014-06-08T22:00:00Z,17,43,238
2014-06-08T22:00:00Z,17,67,15
2014-06-08T22:00:00Z,23,54,9
2014-06-08T22:00:00Z,26,59,75
2014-06-08T22:00:00Z,27,15,43
2014-06-08T22:00:00Z,28,66,53
2014-06-08T22:00:00Z,34,68,50
2014-06-08T22:00:00Z,38,90,89
2014-06-08T22:00:00Z,42,37,38
2014-06-08T22:00:00Z,43,56,15
2014-06-08T22:00:00Z,43,78,90
2014-06-08T22:00:00Z,45,24,82
2014-06-08T22:00:00Z,47,11,48
2014-06-08T22:00:00Z,48,87,7
2014-06-08T22:00:00Z,60,37,25
2014-06-08T22:00:00Z,67,37,27
2014-06-08T22:00:00Z,69,44,53
2014-06-08T22:00:00Z,73,79,3
2014-06-08T22:00:00Z,73,84,35
2014-06-08T22:00:00Z,78,37,31
2014-06-08T22:00:00Z,78,48,67
2014-06-08T22:00:00Z,79,89,6
2014-06-08T22:00:00Z,82,80,45
2014-06-08T22:00:00Z,83,88,14
2014-06-08T22:00:00Z,85,86,6
2014-06-08T22:00:00Z,86,44,136
2014-06-08T22:00:00Z,87,48,16
2014-06-08T22:00:00Z,87,63,54
2014-06-08T22:00:00Z,92,81,8
2014-06-08T23:00:00Z,47,11,3
